"ID","Comune","ID Provincia","ID Regione","Codice Catastale","Coordinate Nord","Coordinate Est","Coordinate Dec Nord","Coordinate Dec Est"
"6919","Gaiole In Chianti","56","12","D858","43,28,15","11,26,5","43.47083333333334","11.434722222222222"
"6920","Montalcino","56","12","F402","43,3,37","11,29,26","43.06027777777778","11.490555555555554"
"6921","Montepulciano","56","12","F592","43,5,35","11,46,53","43.09305555555556","11.78138888888889"
"6922","Monteriggioni","56","12","F598","43,23,28","11,13,26","43.39111111111111","11.223888888888888"
"6923","Monticiano","56","12","F676","43,8,23","11,10,48","43.13972222222222","11.18"
"6924","Murlo","56","12","F572","43,9,43","11,23,21","43.161944444444444","11.389166666666666"
"6925","Piancastagnaio","56","12","G547","42,51,3","11,41,33","42.850833333333334","11.6925"
"6926","Pienza","56","12","G602","43,4,40","11,40,49","43.07777777777778","11.680277777777777"
"6927","Poggibonsi","56","12","G752","43,28,10","11,8,50","43.46944444444445","11.147222222222222"
"6928","Radda In Chianti","56","12","H153","43,29,17","11,22,29","43.488055555555555","11.374722222222223"
"6929","Radicofani","56","12","H156","42,53,52","11,46,9","42.897777777777776","11.769166666666667"
"6930","Radicondoli","56","12","H157","43,15,44","11,2,37","43.26222222222222","11.043611111111112"
"6931","Rapolano Terme","56","12","H185","43,17,18","11,36,15","43.288333333333334","11.604166666666666"
"6932","San Casciano Dei Bagni","56","12","H790","42,52,20","11,52,33","42.87222222222222","11.875833333333334"
"6933","San Gimignano","56","12","H875","43,28,10","11,2,37","43.46944444444445","11.043611111111112"
"6934","Sarteano","56","12","I445","42,59,29","11,52,7","42.99138888888889","11.868611111111111"
"6935","Siena","56","12","I726","43,19,11","11,19,59","43.319722222222225","11.333055555555555"
"6936","Sinalunga","56","12","A468","43,12,49","11,44,18","43.21361111111111","11.738333333333333"
"6937","Sovicille","56","12","I877","43,16,55","11,13,43","43.28194444444444","11.22861111111111"
"6938","Torrita Di Siena","56","12","L303","43,10,10","11,46,30","43.169444444444444","11.775"
"6939","Trequanda","56","12","L384","43,11,25","11,40,7","43.19027777777777","11.66861111111111"
"6940","Assisi","88","20","A475","43,4,19","12,36,56","43.07194444444445","12.615555555555556"
"6941","Bastia Umbra","88","20","A710",,,"NaN","NaN"
"6942","Bettona","88","20","A832","43,0,52","12,29,5","43.01444444444444","12.48472222222222"
"6943","Bevagna","88","20","A835","42,56,5","12,36,34","42.93472222222222","12.609444444444444"
"6944","Campello Sul Clitunno","88","20","B504","42,49,16","12,46,40","42.821111111111115","12.777777777777779"
"6945","Cannara","88","20","B609","42,59,45","12,35,0","42.99583333333334","12.583333333333334"
"6946","Cascia","88","20","B948","42,43,14","13,0,49","42.720555555555556","13.01361111111111"
"6947","Castel Ritaldi","88","20","C252","42,49,30","12,40,20","42.825","12.672222222222222"
"6948","Castiglione Del Lago","88","20","C309","43,7,40","12,3,5","43.12777777777778","12.051388888888889"
"6949","Cerreto Di Spoleto","88","20","C527","42,49,17","12,55,4","42.82138888888889","12.917777777777777"
"6950","Citerna","88","20","C742","43,29,58","12,7,5","43.49944444444444","12.118055555555555"
"6951","Collazzone","88","20","C845","42,54,6","12,26,15","42.901666666666664","12.4375"
"6952","Corciano","88","20","C990","43,7,48","12,17,18","43.13","12.288333333333334"
"6953","Costacciaro","88","20","D108","43,21,36","12,42,49","43.36","12.71361111111111"
"6954","Deruta","88","20","D279","42,59,0","12,25,15","42.983333333333334","12.420833333333333"
"6955","Foligno","88","20","D653","42,57,27","12,42,18","42.9575","12.705"
"6956","Fossato Di Vico","88","20","D745","43,17,56","12,45,41","43.29888888888889","12.761388888888888"
"6957","Fratta Todina","88","20","D787","42,51,32","12,21,52","42.85888888888889","12.364444444444445"
"6958","Gualdo Cattaneo","88","20","E229","42,54,41","12,33,24","42.91138888888889","12.556666666666667"
"6959","Gualdo Tadino","88","20","E230","43,13,58","12,47,7","43.23277777777778","12.785277777777777"
"6960","Gubbio","88","20","E256","43,21,9","12,34,47","43.3525","12.579722222222221"
"6961","Lisciano Niccone","88","20","E613","43,14,50","12,8,40","43.24722222222222","12.144444444444444"
"6962","Magione","88","20","E805","43,8,25","12,12,27","43.140277777777776","12.2075"
"6963","Marsciano","88","20","E975","42,54,38","12,20,19","42.910555555555554","12.338611111111112"
"6964","Massa Martana","88","20","F024","42,46,37","12,31,29","42.776944444444446","12.524722222222223"
"6965","Monte Castello Di Vibio","88","20","F456","42,50,32","12,21,11","42.842222222222226","12.353055555555555"
"6966","Monte Santa Maria Tiberina","88","20","F629","43,26,17","12,9,47","43.43805555555555","12.163055555555555"
"6967","Montefalco","88","20","F492","42,53,43","12,39,5","42.89527777777778","12.651388888888889"
"6968","Monteleone Di Spoleto","88","20","F540","42,39,13","12,57,15","42.65361111111111","12.954166666666666"
"6969","Montone","88","20","F685","43,21,51","12,19,41","43.36416666666667","12.328055555555554"
"6970","Nocera Umbra","88","20","F911","43,6,43","12,47,26","43.11194444444445","12.790555555555555"
"6971","Norcia","88","20","F935","42,47,45","13,5,38","42.795833333333334","13.09388888888889"
"6972","Paciano","88","20","G212","43,1,22","12,4,11","43.022777777777776","12.069722222222222"
"6973","Panicale","88","20","G308","43,1,48","12,5,57","43.03","12.099166666666667"
"6974","Passignano Sul Trasimeno","88","20","G359","43,11,10","12,8,18","43.18611111111111","12.138333333333334"
"6975","Perugia","88","20","G478","43,6,49","12,23,23","43.11361111111111","12.389722222222222"
"6976","Piegaro","88","20","G601","42,58,15","12,5,13","42.97083333333334","12.086944444444445"
"6977","Pietralunga","88","20","G618","43,26,38","12,26,16","43.443888888888885","12.437777777777779"
"6978","Poggiodomo","88","20","G758","42,42,43","12,56,4","42.71194444444445","12.934444444444445"
"6979","Preci","88","20","H015","42,52,49","13,2,22","42.88027777777778","13.039444444444444"
"6980","San Giustino","88","20","H935","43,33,0","12,10,37","43.55","12.176944444444445"
"6981","Scheggia E Pascelupo","88","20","I522","43,24,13","12,40,14","43.40361111111111","12.670555555555556"
"6982","Scheggino","88","20","I523","42,42,50","12,49,57","42.71388888888889","12.8325"
"6983","Sellano","88","20","I585","42,53,31","12,55,36","42.89194444444444","12.926666666666666"
"6984","Sigillo","88","20","I727","43,19,55","12,44,32","43.331944444444446","12.742222222222221"
"6985","Spello","88","20","I888","42,59,37","12,40,17","42.993611111111115","12.671388888888888"
"6986","Spoleto","88","20","C527","42,44,10","12,44,15","42.736111111111114","12.737499999999999"
"6987","Todi","88","20","D787","42,47,2","12,24,31","42.78388888888889","12.408611111111112"
"6988","Torgiano","88","20","L216","43,1,37","12,26,11","43.026944444444446","12.436388888888889"
"6989","Trevi","88","20","C810","42,52,45","12,44,49","42.87916666666667","12.746944444444443"
"6990","Tuoro Sul Trasimeno","88","20","L466","43,12,35","12,4,20","43.209722222222226","12.072222222222223"
"6991","Umbertide","88","20","D786","43,18,25","12,19,48","43.30694444444444","12.33"
"6992","Valfabbrica","88","20","L573","43,9,36","12,36,5","43.16","12.601388888888888"
"6993","Vallo Di Nera","88","20","L627","42,45,20","12,51,53","42.75555555555555","12.864722222222222"
"6994","Valtopina","88","20","L653","43,3,32","12,45,13","43.05888888888889","12.75361111111111"
"6995","Acquasparta","89","20","A045","42,41,30","12,32,49","42.69166666666666","12.546944444444444"
"6996","Allerona","89","20","A207","42,48,48","11,58,27","42.81333333333333","11.974166666666667"
"6997","Alviano","89","20","A242","42,35,22","12,17,36","42.589444444444446","12.293333333333333"
"6998","Amelia","89","20","A262","42,33,23","12,24,56","42.55638888888888","12.415555555555557"
"6999","Arrone","89","20","A439","42,35,3","12,46,6","42.58416666666667","12.768333333333334"
"7000","Attigliano","89","20","A490","42,30,58","12,17,21","42.51611111111111","12.289166666666667"
"7001","Avigliano Umbro","89","20","M258","42,39,12","12,25,45","42.65333333333333","12.429166666666665"
"7002","Baschi","89","20","A691","42,40,25","12,13,1","42.67361111111111","12.216944444444444"
"7003","Castel Giorgio","89","20","C117","42,42,21","11,58,51","42.70583333333334","11.980833333333333"
"7004","Castel Viscardo","89","20","C289","42,45,22","12,0,12","42.75611111111111","12.003333333333334"
"7005","Fabro","89","20","D454","42,51,55","12,0,53","42.86527777777778","12.014722222222222"
"7006","Ferentillo","89","20","D538","42,37,15","12,47,34","42.62083333333334","12.792777777777777"
"7007","Ficulle","89","20","D570","42,50,13","12,3,57","42.83694444444445","12.065833333333334"
"7008","Giove","89","20","B526","42,30,41","12,19,30","42.51138888888889","12.325"
"7009","Guardea","89","20","E241","42,37,30","12,17,49","42.625","12.296944444444444"
"7010","Lugnano In Teverina","89","20","E729","42,34,31","12,19,51","42.57527777777778","12.330833333333333"
"7011","Montecastrilli","89","20","F457","42,38,58","12,29,6","42.64944444444444","12.485"
"7012","Montecchio","89","20","F462","42,39,56","12,17,10","42.66555555555556","12.286111111111111"
"7013","Montefranco","89","20","F510","42,35,56","12,46,4","42.598888888888894","12.767777777777779"
"7014","Montegabbione","89","20","F513","42,55,23","12,5,36","42.92305555555555","12.093333333333334"
"7015","Narni","89","20","F844","42,31,10","12,31,2","42.519444444444446","12.517222222222223"
"7016","Orvieto","89","20","F543","42,43,12","12,6,43","42.72","12.111944444444443"
"7017","Otricoli","89","20","G189","42,25,26","12,28,40","42.42388888888889","12.477777777777778"
"7018","Parrano","89","20","G344","42,51,54","12,6,22","42.865","12.10611111111111"
"7019","Penna In Teverina","89","20","G432","42,29,40","12,21,24","42.49444444444445","12.356666666666666"
"7020","Polino","89","20","G790","42,35,10","12,50,36","42.586111111111116","12.843333333333334"
"7021","Porano","89","20","E537","42,41,17","12,6,6","42.68805555555555","12.101666666666667"
"7022","San Gemini","89","20","H857","42,36,53","12,32,50","42.61472222222223","12.547222222222222"
"7023","San Venanzo","89","20","I381","42,52,12","12,16,2","42.87","12.267222222222223"
"7024","Stroncone","89","20","I981","42,29,58","12,39,48","42.49944444444444","12.663333333333334"
"7025","Terni","89","20","C741","42,33,58","12,38,58","42.566111111111105","12.649444444444445"
"7026","Allein","77","16","A205","45,48,37","7,16,17","45.81027777777778","7.271388888888889"
"7027","Aosta","77","16","A326","45,44,18","7,19,14","45.73833333333334","7.320555555555555"
"7028","Arnad","77","16","A424","45,38,34","7,43,22","45.64277777777778","7.722777777777778"
"7029","Arvier","77","16","A452","45,42,9","7,10,1","45.7025","7.166944444444445"
"7030","Avise","77","16","A521","45,42,40","7,8,25","45.711111111111116","7.140277777777778"
"7031","Ayas","77","16","A094","45,48,48","7,41,19","45.81333333333333","7.688611111111111"
"7032","Aymavilles","77","16","A108","45,42,7","7,14,13","45.70194444444445","7.236944444444444"
"7033","Bard","77","16","A246","45,36,36","7,44,44","45.61","7.745555555555556"
"7034","Bionaz","77","16","A877","45,52,33","7,25,26","45.87583333333333","7.423888888888889"
"7035","Brissogne","77","16","B192","45,43,46","7,24,46","45.72944444444445","7.412777777777778"
"7036","Brusson","77","16","B230","45,45,36","7,43,57","45.76","7.7325"
"7037","Challand Saint Anselme","77","16","C593","45,42,57","7,44,9","45.715833333333336","7.735833333333334"
"7038","Challand Saint Victor","77","16","C594","45,41,26","7,42,17","45.690555555555555","7.704722222222222"
"7039","Chambave","77","16","C595","45,44,42","7,32,56","45.745","7.5488888888888885"
"7040","Chamois","77","16","B491","45,50,27","7,37,16","45.840833333333336","7.621111111111111"
"7041","Champdepraz","77","16","C596","45,41,12","7,39,29","45.68666666666666","7.658055555555556"
"7042","Champorcher","77","16","B540","45,37,45","7,37,18","45.62916666666667","7.621666666666667"
"7043","Charvensod","77","16","C598","45,43,16","7,19,26","45.721111111111114","7.323888888888889"
"7044","Chatillon","77","16","C294","45,45,4","7,36,43","45.75111111111111","7.611944444444444"
"7045","Cogne","77","16","C821","45,36,41","7,21,22","45.61138888888889","7.356111111111111"
"7046","Courmayeur","77","16","D012","45,47,37","6,58,19","45.79361111111111","6.9719444444444445"
"7047","Donnas","77","16","D338","45,36,17","7,46,12","45.60472222222222","7.77"
"7048","Doues","77","16","D356","45,49,12","7,18,23","45.82","7.306388888888889"
"7049","Emarese","77","16","D402","45,43,37","7,41,23","45.72694444444445","7.689722222222223"
"7050","Etroubles","77","16","D444","45,49,20","7,13,52","45.82222222222222","7.231111111111111"
"7051","Fenis","77","16","D537","45,44,20","7,29,6","45.73888888888889","7.485"
"7052","Fontainemore","77","16","D666","45,38,54","7,51,24","45.64833333333333","7.8566666666666665"
"7053","Gaby","77","16","D839","45,42,48","7,52,52","45.71333333333334","7.881111111111111"
"7054","Gignod","77","16","E029","45,47,1","7,17,47","45.78361111111111","7.296388888888889"
"7055","Gressan","77","16","E165","45,43,10","7,17,15","45.71944444444445","7.2875"
"7056","Gressoney Saint Jean","77","16","E168","45,46,52","7,49,25","45.78111111111111","7.823611111111111"
"7057","Hone","77","16","E273","45,36,56","7,44,0","45.61555555555556","7.733333333333333"
"7058","Introd","77","16","E306","45,41,28","7,11,13","45.691111111111105","7.186944444444444"
"7059","Issime","77","16","E369","45,41,5","7,51,13","45.68472222222222","7.85361111111111"
"7060","Issogne","77","16","B192","45,39,10","7,41,2","45.65277777777778","7.683888888888889"
"7061","Jovencan","77","16","E391","45,42,57","7,16,28","45.715833333333336","7.274444444444445"
"7062","La Magdeleine","77","16","A308","45,48,42","7,37,1","45.81166666666666","7.616944444444445"
"7063","La Salle","77","16","E458","45,44,49","7,4,21","45.746944444444445","7.0725"
"7064","La Thuile","77","16","E470","45,43,9","6,56,59","45.719166666666666","6.949722222222222"
"7065","Lillianes","77","16","E587","45,38,5","7,50,42","45.63472222222222","7.845"
"7066","Montjovet","77","16","F367","45,43,21","7,40,10","45.722500000000004","7.669444444444445"
"7067","Morgex","77","16","F726","45,45,32","7,2,10","45.75888888888889","7.036111111111111"
"7068","Nus","77","16","A203","45,44,30","7,28,8","45.74166666666667","7.468888888888889"
"7069","Ollomont","77","16","G045","45,51,2","7,18,41","45.85055555555556","7.311388888888889"
"7070","Oyace","77","16","G012","45,51,9","7,22,55","45.8525","7.381944444444444"
"7071","Perloz","77","16","G459","45,36,50","7,48,16","45.61388888888889","7.804444444444444"
"7072","Pollein","77","16","G794","45,43,47","7,21,23","45.72972222222222","7.356388888888889"
"7073","Pont Saint Martin","77","16","G854","45,36,8","7,47,50","45.602222222222224","7.7972222222222225"
"7074","Pontboset","77","16","G545","45,36,23","7,41,14","45.60638888888889","7.687222222222222"
"7075","Pontey","77","16","G860","45,44,27","7,35,0","45.740833333333335","7.583333333333333"
"7076","Quart","77","16","H110","45,44,31","7,25,2","45.74194444444444","7.417222222222223"
"7077","Rhemes Notre Dame","77","16","H262","45,34,19","7,7,0","45.57194444444445","7.116666666666666"
"7078","Rhemes Saint Georges","77","16","H263","45,39,31","7,9,23","45.65861111111111","7.156388888888889"
"7079","Roisan","77","16","H497","45,47,10","7,18,49","45.78611111111111","7.313611111111111"
"7080","Saint Christophe","77","16","H669","45,44,54","7,21,25","45.748333333333335","7.356944444444444"
"7081","Saint Denis","77","16","H670","45,45,14","7,33,16","45.75388888888889","7.554444444444444"
"7082","Saint Marcel","77","16","H671","45,43,59","7,26,59","45.73305555555556","7.449722222222222"
"7083","Saint Nicolas","77","16","H672","45,42,50","7,10,17","45.71388888888889","7.171388888888889"
"7084","Saint Oyen","77","16","H673","45,49,34","7,12,49","45.82611111111112","7.213611111111112"
"7085","Saint Pierre","77","16","H674","45,42,40","7,13,46","45.711111111111116","7.229444444444445"
"7086","Saint Rhemy En Bosses","77","16","H675",,,"NaN","NaN"
"7087","Saint Vincent","77","16","H676","45,45,13","7,38,52","45.75361111111111","7.647777777777777"
"7088","Sarre","77","16","I442","45,43,8","7,15,29","45.71888888888889","7.258055555555556"
"7089","Torgnon","77","16","L217","45,48,2","7,34,14","45.800555555555555","7.570555555555555"
"7090","Valgrisenche","77","16","L582","45,37,56","7,3,50","45.632222222222225","7.063888888888889"
"7091","Valpelline","77","16","L643","45,49,41","7,19,40","45.82805555555556","7.3277777777777775"
"7092","Valsavarenche","77","16","L647","45,35,40","7,12,34","45.59444444444445","7.209444444444444"
"7093","Valtournenche","77","16","L654","45,52,35","7,37,20","45.87638888888889","7.622222222222223"
"7094","Verrayes","77","16","L783","45,45,54","7,31,41","45.765","7.5280555555555555"
"7095","Verres","77","16","C282","45,40,14","7,41,29","45.67055555555555","7.6913888888888895"
"7096","Villeneuve","77","16","L981","45,42,13","7,12,27","45.703611111111115","7.2075000000000005"
"7097","Agordo","66","17","A083","46,16,57","12,2,3","46.2825","12.034166666666666"
"7098","Alano Di Piave","66","17","A121","45,54,34","11,54,37","45.909444444444446","11.910277777777779"
"7099","Alleghe","66","17","A206","46,24,31","12,1,11","46.40861111111111","12.019722222222223"
"7100","Auronzo Di Cadore","66","17","A501","46,33,15","12,26,16","46.55416666666667","12.437777777777779"
"7101","Belluno","66","17","A757","46,8,29","12,12,52","46.14138888888889","12.214444444444444"
"7102","Borca Di Cadore","66","17","A982","46,26,19","12,13,10","46.43861111111111","12.219444444444445"
"7103","Calalzo Di Cadore","66","17","B375","46,27,1","12,22,50","46.45027777777778","12.380555555555556"
"7104","Castello Lavazzo","66","17","C146","46,17,16","12,18,31","46.28777777777778","12.308611111111112"
"7105","Cencenighe Agordino","66","17","C458","46,21,19","11,58,5","46.35527777777778","11.968055555555555"
"7106","Cesiomaggiore","66","17","C577","46,5,21","11,59,24","46.08916666666667","11.989999999999998"
"7107","Cibiana Di Cadore","66","17","C672","46,23,26","12,17,9","46.39055555555556","12.285833333333333"
"7108","Colle Santa Lucia","66","17","C872","46,26,52","12,0,55","46.44777777777777","12.015277777777778"
"7109","Comelico Superiore","66","17","C920","46,35,39","12,30,48","46.594166666666666","12.513333333333334"
"7110","Danta Di Cadore","66","17","D247","46,34,10","12,31,15","46.56944444444445","12.520833333333334"
"7111","Domegge Di Cadore","66","17","D330","46,27,48","12,24,58","46.46333333333334","12.416111111111112"
"7112","Falcade","66","17","D470","46,21,22","11,51,35","46.35611111111111","11.859722222222222"
"7113","Feltre","66","17","D530","46,1,22","11,54,23","46.022777777777776","11.90638888888889"
"7114","Fonzaso","66","17","D686","46,1,21","11,47,56","46.0225","11.79888888888889"
"7115","Forno Di Zoldo","66","17","D726","46,20,47","12,10,34","46.34638888888889","12.17611111111111"
"7116","Gosaldo","66","17","E113","46,13,22","11,57,15","46.22277777777778","11.954166666666666"
"7117","La Valle Agordina","66","17","E490","46,16,59","12,4,3","46.283055555555556","12.067499999999999"
"7118","Lamon","66","17","B377","46,3,3","11,44,53","46.05083333333333","11.748055555555554"
"7119","Lentiai","66","17","C562","46,2,48","12,1,16","46.04666666666667","12.021111111111113"
"7120","Limana","66","17","E588","46,6,0","12,11,1","46.1","12.18361111111111"
"7121","Livinallongo Del Col Di Lana","66","17","E622","46,28,59","11,57,20","46.48305555555556","11.955555555555556"
"7122","Longarone","66","17","E672","46,16,15","12,18,4","46.270833333333336","12.301111111111112"
"7123","Lorenzago Di Cadore","66","17","E687","46,28,53","12,27,30","46.481388888888894","12.458333333333332"
"7124","Lozzo Di Cadore","66","17","E708","46,29,11","12,26,27","46.48638888888889","12.440833333333334"
"7125","Mel","66","17","A262","46,3,42","12,4,49","46.06166666666666","12.080277777777777"
"7126","Ospitale Di Cadore","66","17","G169","46,19,58","12,19,25","46.33277777777778","12.323611111111111"
"7127","Pedavena","66","17","G404","46,2,45","11,52,51","46.045833333333334","11.880833333333333"
"7128","Perarolo Di Cadore","66","17","G442","46,23,54","12,21,24","46.39833333333333","12.356666666666666"
"7129","Pieve Di Cadore","66","17","G642","46,25,58","12,22,29","46.43277777777777","12.374722222222223"
"7130","Ponte Nelle Alpi","66","17","B662","46,10,31","12,18,8","46.17527777777777","12.302222222222223"
"7131","Quero","66","17","H124","45,55,21","11,55,56","45.9225","11.932222222222222"
"7132","Rivamonte Agordino","66","17","H327","46,15,32","12,1,37","46.25888888888889","12.026944444444446"
"7133","Rocca Pietore","66","17","H379","46,26,7","11,58,40","46.43527777777778","11.977777777777778"
"7134","San Gregorio Nelle Alpi","66","17","H938","46,6,20","12,1,29","46.105555555555554","12.024722222222223"
"7135","San Pietro Di Cadore","66","17","I088","46,34,24","12,35,12","46.57333333333334","12.586666666666668"
"7136","San Tomaso Agordino","66","17","I347","46,22,55","11,58,31","46.38194444444444","11.975277777777778"
"7137","San Vito Di Cadore","66","17","I392","46,27,56","12,12,16","46.46555555555556","12.204444444444444"
"7138","Santa Giustina","66","17","I206","46,5,9","12,2,31","46.08583333333333","12.041944444444445"
"7139","Santo Stefano Di Cadore","66","17","C919","46,33,35","12,33,1","46.55972222222222","12.550277777777778"
"7140","Sappada","66","17","I421","46,33,58","12,40,42","46.566111111111105","12.678333333333333"
"7141","Sedico","66","17","I563","46,6,42","12,5,54","46.111666666666665","12.098333333333334"
"7142","Selva Di Cadore","66","17","I592","46,27,9","12,2,7","46.4525","12.035277777777777"
"7143","Seren Del Grappa","66","17","I626","45,59,21","11,50,47","45.98916666666667","11.846388888888889"
"7144","Sospirolo","66","17","I866","46,8,39","12,4,27","46.14416666666666","12.074166666666667"
"7145","Soverzene","66","17","I876","46,12,23","12,18,11","46.20638888888889","12.303055555555556"
"7146","Sovramonte","66","17","I673","46,3,45","11,47,11","46.0625","11.786388888888888"
"7147","Taibon Agordino","66","17","L030","46,18,2","12,0,40","46.300555555555555","12.011111111111111"
"7148","Tambre","66","17","L040","46,7,51","12,25,25","46.130833333333335","12.42361111111111"
"7149","Trichiana","66","17","L422","46,4,29","12,7,52","46.07472222222223","12.131111111111112"
"7150","Vallada Agordina","66","17","L584","46,22,16","11,55,52","46.37111111111111","11.931111111111111"
"7151","Valle Di Cadore","66","17","L590","46,25,14","12,20,10","46.42055555555555","12.336111111111112"
"7152","Vas","66","17","B703","45,56,24","11,56,18","45.94","11.938333333333334"
"7153","Vigo Di Cadore","66","17","L890","46,30,1","12,28,20","46.500277777777775","12.472222222222223"
"7154","Vodo Cadore","66","17","M108","46,25,12","12,14,48","46.419999999999995","12.246666666666666"
"7155","Voltago Agordino","66","17","M124","46,16,29","12,0,20","46.27472222222222","12.005555555555556"
"7156","Zoldo Alto","66","17","I345","46,22,35","12,7,39","46.37638888888889","12.127500000000001"
"7157","Abano Terme","67","17","A001","45,21,42","11,47,27","45.361666666666665","11.790833333333333"
"7158","Agna","67","17","A035","45,10,20","11,57,42","45.17222222222222","11.961666666666666"
"7159","Albignasego","67","17","A161","45,20,51","11,52,5","45.347500000000004","11.868055555555555"
"7160","Anguillara Veneta","67","17","A296","45,8,29","11,53,20","45.14138888888889","11.88888888888889"
"7161","Arre","67","17","A183","45,13,5","11,55,51","45.21805555555556","11.930833333333332"
"7162","Arzergrande","67","17","A458","45,16,33","12,2,45","45.27583333333333","12.045833333333333"
"7163","Bagnoli Di Sopra","67","17","A568","45,11,11","11,53,5","45.186388888888885","11.884722222222221"
"7164","Baone","67","17","A613","45,14,40","11,41,16","45.24444444444445","11.687777777777779"
"7165","Barbona","67","17","A637","45,6,30","11,39,44","45.108333333333334","11.662222222222223"
"7166","Battaglia Terme","67","17","A714","45,17,31","11,47,7","45.29194444444444","11.785277777777777"
"7167","Boara Pisani","67","17","A906","45,6,31","11,46,58","45.10861111111111","11.78277777777778"
"7168","Borgoricco","67","17","B031","45,31,53","11,57,59","45.53138888888889","11.966388888888888"
"7169","Bovolenta","67","17","B106","45,16,16","11,56,22","45.27111111111111","11.939444444444444"
"7170","Brugine","67","17","B213","45,17,57","11,59,40","45.299166666666665","11.994444444444444"
"7171","Cadoneghe","67","17","B345","45,27,0","11,54,37","45.45","11.910277777777779"
"7172","Campo San Martino","67","17","B564","45,32,55","11,48,41","45.54861111111111","11.811388888888889"
"7173","Campodarsego","67","17","B524","45,30,11","11,54,31","45.503055555555555","11.908611111111112"
"7174","Campodoro","67","17","B531","45,29,38","11,45,12","45.49388888888889","11.753333333333334"
"7175","Camposampiero","67","17","B563","45,34,15","11,56,2","45.57083333333334","11.93388888888889"
"7176","Candiana","67","17","B589","45,13,18","11,59,33","45.22166666666667","11.9925"
"7177","Carceri","67","17","B749","45,11,57","11,37,33","45.19916666666666","11.625833333333334"
"7178","Carmignano Di Brenta","67","17","B795","45,37,53","11,42,38","45.63138888888889","11.710555555555555"
"7179","Cartura","67","17","B848","45,16,9","11,51,35","45.26916666666666","11.859722222222222"
"7180","Casale Di Scodosia","67","17","B877","45,11,13","11,27,40","45.18694444444444","11.46111111111111"
"7181","Casalserugo","67","17","B912","45,19,5","11,54,49","45.31805555555556","11.913611111111111"
"7182","Castelbaldo","67","17","C057","45,7,27","11,26,48","45.12416666666667","11.446666666666667"
"7183","Cervarese Santa Croce","67","17","C544","45,24,11","11,41,40","45.403055555555554","11.694444444444445"
"7184","Cinto Euganeo","67","17","C713","45,17,33","11,39,44","45.2925","11.662222222222223"
"7185","Cittadella","67","17","C743","45,39,1","11,47,6","45.650277777777774","11.785"
"7186","Codevigo","67","17","C812","45,16,8","12,6,6","45.26888888888889","12.101666666666667"
"7187","Conselve","67","17","C964","45,13,58","11,52,33","45.23277777777778","11.875833333333334"
"7188","Correzzola","67","17","D040","45,14,15","12,4,4","45.237500000000004","12.067777777777778"
"7189","Curtarolo","67","17","D226","45,31,23","11,49,59","45.52305555555555","11.833055555555555"
"7190","Due Carrare","67","17","M300",,,"NaN","NaN"
"7191","Este","67","17","D442","45,13,41","11,39,12","45.22805555555556","11.653333333333334"
"7192","Fontaniva","67","17","D679","45,38,17","11,45,25","45.63805555555555","11.756944444444445"
"7193","Galliera Veneta","67","17","D879","45,39,50","11,49,47","45.663888888888884","11.829722222222221"
"7194","Galzignano Terme","67","17","D889","45,18,38","11,43,44","45.31055555555555","11.72888888888889"
"7195","Gazzo Padovano","67","17","D956",,,"NaN","NaN"
"7196","Grantorto","67","17","E145","45,36,7","11,43,49","45.60194444444445","11.730277777777777"
"7197","Granze","67","17","E146","45,9,22","11,42,52","45.15611111111111","11.714444444444444"
"7198","Legnaro","67","17","E515","45,20,48","11,57,58","45.34666666666667","11.966111111111111"
"7199","Limena","67","17","A202","45,28,55","11,50,38","45.481944444444444","11.84388888888889"
"7200","Loreggia","67","17","E684","45,35,36","11,56,45","45.593333333333334","11.945833333333333"
"7201","Lozzo Atestino","67","17","E709","45,17,20","11,37,38","45.288888888888884","11.627222222222223"
"7202","Masi","67","17","B021","45,6,31","11,29,20","45.10861111111111","11.488888888888889"
"7203","Massanzago","67","17","F033","45,33,25","12,0,16","45.55694444444444","12.004444444444445"
"7204","Megliadino San Fidenzio","67","17","F091","45,13,6","11,31,0","45.218333333333334","11.516666666666667"
"7205","Megliadino San Vitale","67","17","F092","45,11,39","11,31,36","45.19416666666666","11.526666666666667"
"7206","Merlara","67","17","F148","45,10,8","11,26,30","45.16888888888889","11.441666666666666"
"7207","Mestrino","67","17","F161","45,26,34","11,45,39","45.44277777777778","11.760833333333334"
"7208","Monselice","67","17","F382","45,14,23","11,45,5","45.23972222222222","11.751388888888888"
"7209","Montagnana","67","17","F394","45,14,2","11,28,2","45.23388888888889","11.467222222222222"
"7210","Montegrotto Terme","67","17","F529","45,20,0","11,47,4","45.333333333333336","11.784444444444444"
"7211","Noventa Padovana","67","17","F962","45,24,55","11,57,3","45.415277777777774","11.950833333333332"
"7212","Ospedaletto Euganeo","67","17","G167","45,13,26","11,36,41","45.223888888888894","11.611388888888888"
"7213","Padova","67","17","D956","45,24,33","11,52,23","45.409166666666664","11.873055555555556"
"7214","Pernumia","67","17","G461","45,15,31","11,47,26","45.25861111111111","11.790555555555555"
"7215","Piazzola Sul Brenta","67","17","G587","45,32,36","11,47,14","45.54333333333333","11.787222222222223"
"7216","Piombino Dese","67","17","G688","45,36,32","12,0,3","45.60888888888889","12.000833333333333"
"7217","Piove Di Sacco","67","17","G693","45,17,54","12,2,6","45.29833333333333","12.035"
